"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,Sweetness,Price,Fat Content,"Broad Bean
Origin"
Rogue,"Tranquilidad, Batch 1",1566,2015,75,U.S.A.,3.25,80,11,7,Bolivia
Solstice,Bolivia,1161,2013,70,U.S.A.,3.25,78,6,5,Bolivia
Taza,Alto Beni,785,2011,87,U.S.A.,3.25,75,9,5,Bolivia
Tejas,San Jose,971,2012,67,U.S.A.,3.25,72,10,7,Bolivia
Vicuna,Palos Blancos,1470,2015,70,U.S.A.,3.25,84,10,7,Bolivia
Vicuna,Palos Blancos + nibs,1470,2015,70,U.S.A.,3.25,76,7,6,Bolivia
Zotter,El Ceibo Coop,879,2012,90,Austria,3.25,70,12,6,Bolivia
A. Morin,Brazil,1011,2013,70,France,3.25,88,9,7,Brazil
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85,U.S.A.,3.25,84,7,7,Brazil
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75,France,3.25,90,11,5,Brazil
Q Chocolate,Brazil,1057,2013,75,Brazil,3.25,84,12,5,Brazil
Q Chocolate,Brazil,1069,2013,80,Brazil,3.25,90,9,7,Brazil
Q Chocolate,Brazil,935,2012,65,Brazil,3.25,82,9,7,Brazil
AMMA,Catongo,1065,2013,75,Brazil,3.25,76,9,6,Brazil
Cao,Brazil,1808,2016,70,U.S.A.,3.25,87,10,5,Brazil
Cravve,"Bahia, batch a1213",975,2012,65,Australia,3.25,78,8,6,Brazil
Silvio Bessone,"Bahia, Scavina",729,2011,60,Italy,3.25,79,11,6,Brazil
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70,Belgium,3.25,77,10,7,Cameroon
Cacao Hunters,Arauca,1434,2014,70,Colombia,3.25,87,11,7,Colombia
Dandelion,Colombian,805,2012,70,U.S.A.,3.25,83,12,5,Colombia
Eau de Rose,Tumaco,1812,2016,70,Canada,3.25,83,11,6,Colombia
Eau de Rose,Arauca,1812,2016,70,Canada,3.25,72,9,5,Colombia
Martin Mayer,Tumaco,1836,2016,74,Austria,3.25,70,6,6,Colombia
Carlotta Chocolat,Tumaco,1888,2016,65,Colombia,3.25,80,12,6,Colombia
Carlotta Chocolat,Cordoba,1888,2016,65,Colombia,3.25,90,7,6,Colombia
Theo,Congo w/ nibs,903,2012,65,U.S.A.,3.25,80,10,6,Congo
Zotter,"Kongo, Highlands",883,2012,68,Austria,3.25,75,10,5,Congo
Artisan du Chocolat,Costa Rica,600,2010,72,U.K.,3.25,77,6,7,Costa Rica
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72,Costa Rica,3.25,84,8,5,Costa Rica
Roasting Masters,"La Dorado, light roast",1844,2016,70,South Korea,3.25,87,8,5,Costa Rica
Roasting Masters,"Tapanti, light roast",1844,2016,70,South Korea,3.25,70,11,7,Costa Rica
Roasting Masters,Maleku,1844,2016,70,South Korea,3.25,77,9,5,Costa Rica
Sibu,Oro,1586,2015,82,Costa Rica,3.25,83,10,5,Costa Rica
Fruition,Signature Blend,753,2011,66,U.S.A.,3.25,78,9,6,Costa Rica
Maglio,Cuba,308,2008,70,Italy,3.25,74,10,6,Cuba
Szanto Tibor,Baracoa,1704,2015,88,Hungary,3.25,80,8,7,Cuba
Arete,Hacienda Victoria,1904,2016,70,U.S.A.,3.25,70,9,7,Ecuador
Arete,Costa Esmeraldas,1904,2016,70,U.S.A.,3.25,84,8,5,Ecuador
Batch,Ecuador,1880,2016,65,U.S.A.,3.25,82,6,5,Ecuador
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70,U.S.A.,3.25,71,8,6,Ecuador
Britarev,Ecuador,1638,2015,70,Russia,3.25,81,11,7,Ecuador
Chocablog,Ecuador,1454,2015,70,U.K.,3.25,80,6,5,Ecuador
Chocolate Con Amor,Ecuador,1764,2016,70,U.S.A.,3.25,72,11,7,Ecuador
Dark Forest,Ecuador,1554,2015,70,U.S.A.,3.25,85,9,7,Ecuador
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70,U.S.A.,3.25,85,8,6,Ecuador
Dick Taylor,Ecuador,769,2011,70,U.S.A.,3.25,90,11,7,Ecuador
hexx,Ecuador,1550,2015,73,U.S.A.,3.25,85,12,7,Ecuador
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56,France,3.25,86,12,6,Ecuador
La Pepa de Oro,Vinces,713,2011,60,Ecuador,3.25,89,12,7,Ecuador
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70,Poland,3.25,81,7,6,Ecuador
Montecristi,Manabi,1654,2015,70,Ecuador,3.25,72,6,5,Ecuador
Pacari,Garaua,1415,2014,70,Ecuador,3.25,87,9,6,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73,U.S.A.,3.25,72,12,5,Ecuador
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75,Ecuador,3.25,82,8,7,Ecuador
Snake & Butterfly,Ecuador,502,2010,68,U.S.A.,3.25,90,9,5,Ecuador
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70,Canada,3.25,75,12,5,Ecuador
Soul,Ecuador,1936,2017,75,Canada,3.25,88,6,7,Ecuador
Szanto Tibor,Nacional,1668,2015,70,Hungary,3.25,77,11,6,Ecuador
Tejas,"La Bahia, w/ cane juice",817,2012,70,U.S.A.,3.25,79,9,6,Ecuador
Tejas,"La Bahia, w/ cane sugar",825,2012,70,U.S.A.,3.25,85,10,6,Ecuador
Terroir,Ecuador,1482,2015,70,U.S.A.,3.25,75,10,7,Ecuador
Terroir,Ecuador,1323,2014,77,U.S.A.,3.25,88,11,5,Ecuador
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70,U.S.A.,3.25,86,10,5,Ecuador
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77,Ecuador,3.25,88,12,6,Ecuador
Caoni (Tulicorp),Los Rios,269,2008,55,Ecuador,3.25,71,9,7,Ecuador
Hoja Verde (Tulicorp),Arriba,414,2009,58,Ecuador,3.25,70,10,5,Ecuador
Coppeneur,"Ecuador, Puristique",1169,2013,65,Germany,3.25,85,10,5,Ecuador
Creo,"""heirloom"", Arriba Nacional",1736,2016,85,U.S.A.,3.25,71,7,7,Ecuador
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80,Nicaragua,3.25,71,7,7,Ecuador
To'ak (Ecuatoriana),Manabi,1418,2014,81,Ecuador,3.25,90,12,5,Ecuador
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75,U.S.A.,3.25,78,8,7,Ecuador
Arete,Matasawalevu,1928,2016,70,U.S.A.,3.25,77,11,6,Fiji
Adi,"Vanua Levu, Toto-A",705,2011,80,Fiji,3.25,83,11,6,Fiji
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67,Australia,3.25,79,7,7,Fiji
Bonnat,Gabon,1042,2013,75,France,3.25,78,7,7,Gabon
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68,France,3.25,83,12,7,Ghana
Pralus,Ghana,40,2006,75,France,3.25,72,12,6,Ghana
Cacao Sampaka,Grenada,537,2010,71,Spain,3.25,74,12,6,Grenada
Coppeneur,Grenada,470,2010,72,Germany,3.25,88,10,7,Grenada
Grenada Chocolate Co.,Grenada,494,2010,82,Grenada,3.25,70,10,6,Grenada
L.A. Burdick (Felchlin),Grenada,576,2010,75,U.S.A.,3.25,73,8,6,Grenada
Arete,Guatemala,1602,2015,70,U.S.A.,3.25,85,11,7,Guatemala
Danta,Los Ujuxtes,1223,2014,82,Guatemala,3.25,85,7,7,Guatemala
Danta,"Oscuro, Finca Chimelb",991,2012,70,Guatemala,3.25,86,9,5,Guatemala
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77,U.S.A.,3.25,81,6,6,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73,Canada,3.25,82,10,5,Guatemala
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70,Australia,3.25,89,12,5,Guatemala
Danta,Las Acacias E.,423,2009,60,Guatemala,3.25,89,12,5,Guatemala
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,U.S.A.,3.25,78,7,5,Haiti
Sirene,Pisa,1650,2015,73,Canada,3.25,89,7,7,Haiti
Soma,Noula Coop,817,2012,70,Canada,3.25,78,11,6,Haiti
Habitual,Sharkey,1201,2014,66,Canada,3.25,85,8,5,Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65,U.S.A.,3.25,82,12,7,Hawaii
Madre,"Hamakua Coast, Kokoleka",991,2012,70,U.S.A.,3.25,89,8,6,Hawaii
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72,U.S.A.,3.25,80,6,6,Hawaii
Madre,"Criollo, Hawaii",995,2012,70,U.S.A.,3.25,86,8,7,Hawaii
ENNA,"Wampusirpi, batch 007",1916,2016,75,U.S.A.,3.25,71,9,7,Honduras
Mesocacao,Honduras,1347,2014,80,Honduras,3.25,89,10,6,Honduras
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70,Denmark,3.25,84,11,7,Honduras
Stella (aka Bernrain),India,729,2011,72,Switzerland,3.25,78,10,6,India
Zotter,Kerala State,781,2011,62,Austria,3.25,89,12,6,India
Bittersweet Origins,"Bali, Singaraja",478,2010,75,U.S.A.,3.25,83,11,5,Indonesia
Soma,Java,1030,2013,70,Canada,3.25,78,12,6,Indonesia
Bonnat,Jamaique,761,2011,75,France,3.25,79,12,6,Jamaica
Coppeneur,Jamaica,558,2010,72,Germany,3.25,90,12,5,Jamaica
Fresco,"Jamaica, #209, DR, SC",642,2011,70,U.S.A.,3.25,89,12,7,Jamaica
Fresco,"Jamaica, #205, DR, MC",370,2009,70,U.S.A.,3.25,90,10,6,Jamaica
Guittard,Jamaica,1053,2013,65,U.S.A.,3.25,86,9,6,Jamaica
Shark Mountain,Jamaica,1450,2015,72,U.S.A.,3.25,75,7,6,Jamaica
Letterpress,Liberia,1728,2016,70,U.S.A.,3.25,73,6,7,Liberia
Manoa,"Liberia, #174",1003,2012,72,U.S.A.,3.25,78,7,5,Liberia
Brazen,Ambolikapkly P.,1518,2015,60,U.S.A.,3.25,79,9,5,Madagascar
Szanto Tibor,Millot Plantation,939,2012,70,Hungary,3.25,74,11,5,Madagascar
"Chocolate Tree, The",Madagascar,919,2012,72,Scotland,3.25,80,9,7,Madagascar
Ambrosia,Madagascar,1494,2015,66,Canada,3.25,77,10,5,Madagascar
Bittersweet Origins,Sambirano,423,2009,75,U.S.A.,3.25,88,12,7,Madagascar
Dandelion,Madagascar,654,2011,70,U.S.A.,3.25,76,9,6,Madagascar
Georgia Ramon,Akesson P.,1642,2015,65,Germany,3.25,73,8,7,Madagascar
Kto,Sambirano Valley,1422,2014,72,U.S.A.,3.25,88,6,6,Madagascar
Pitch Dark,Akesson Estate,1311,2014,73,U.S.A.,3.25,75,8,6,Madagascar
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72,U.K.,3.25,90,11,6,Madagascar
Raaka,Madagascar,959,2012,75,U.S.A.,3.25,79,12,5,Madagascar
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75,Madagascar,3.25,77,8,7,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68,Madagascar,3.25,87,9,7,Madagascar
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65,Australia,3.25,72,9,5,Madagascar
Szanto Tibor,Ambolikapiky,1704,2015,70,Hungary,3.25,85,10,5,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64,Madagascar,3.25,80,8,6,Madagascar
Woodblock,Sambirano,951,2012,70,U.S.A.,3.25,73,10,5,Madagascar
Zak's,"Madagascar, Batch 2",1578,2015,70,U.S.A.,3.25,82,10,6,Madagascar
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",1948,2017,72,U.K.,3.25,73,10,7,Malaysia
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,Canada,3.25,76,10,6,Mexico
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,Canada,3.25,71,11,5,Mexico
Tejas,Espada,833,2012,70,U.S.A.,3.25,74,12,5,Mexico
Chocovic,Xoconusco,478,2010,71,Spain,3.25,80,10,5,Mexico
French Broad,Matagalpa,1295,2014,68,U.S.A.,3.25,85,9,5,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,2015,85,Denmark,3.25,71,9,7,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70,Denmark,3.25,70,11,7,Nicaragua
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77,U.S.A.,3.25,84,7,7,Nicaragua
Mesocacao,"La Tronca, Matagalpa",1351,2014,70,Honduras,3.25,76,10,6,Nicaragua
Momotombo,Oscuro,772,2011,70,Nicaragua,3.25,74,12,7,Nicaragua
Pitch Dark,Rugoso,1510,2015,80,U.S.A.,3.25,80,6,6,Nicaragua
Somerville,Nicaragua,1367,2014,70,U.S.A.,3.25,86,12,5,Nicaragua
Szanto Tibor,Cacao Blanco,1193,2013,70,Hungary,3.25,70,10,6,Nicaragua
Duffy's,"Nicaliso, Xoco",697,2011,71,U.K.,3.25,74,7,5,Nicaragua
Na�ve,Nicaragua,1379,2014,70,Lithuania,3.25,70,8,5,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70,Denmark,3.25,88,6,7,Nicaragua
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70,Denmark,3.25,77,9,5,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70,Denmark,3.25,85,11,5,Nicaragua
Castronovo,Nicaragua,1109,2013,72,U.S.A.,3.25,77,9,5,Nicaragua
Soma,La Dalia,1307,2014,70,Canada,3.25,72,6,5,Nicaragua
Mars,Nigeria,544,2010,65,U.S.A.,3.25,77,10,6,Nigeria
Doble & Bignall,"Panama, Raven",1371,2014,72,U.K.,3.25,70,6,6,Panama
A. Morin,Piura,1019,2013,70,France,3.25,72,11,6,Peru
Altus aka Cao Artisan,Peru,1133,2013,60,U.S.A.,3.25,89,12,5,Peru
Amazona,"LamasdelChanka, San Martin, Oro Verde coop",1145,2013,72,Peru,3.25,77,10,5,Peru
Cacao Store,Peru,1684,2015,70,Japan,3.25,73,9,5,Peru
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70,Peru,3.25,80,7,5,Peru
East Van Roasters,Peru,1343,2014,70,Canada,3.25,71,7,5,Peru
hexx,Peru,1550,2015,70,U.S.A.,3.25,75,10,5,Peru
L.A. Burdick (Felchlin),Peru,891,2012,74,U.S.A.,3.25,85,6,6,Peru
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75,France,3.25,79,7,6,Peru
Molucca,Peru,1618,2015,70,U.S.A.,3.25,72,11,5,Peru
Pralus,Peru,1446,2015,75,France,3.25,90,6,5,Peru
Ranger,"Chulucanas, Batch 1",1562,2015,80,U.S.A.,3.25,83,9,5,Peru
Shattel,Tingo Maria,1884,2016,70,Peru,3.25,70,7,6,Peru
Solstice,San Martin,1161,2013,70,U.S.A.,3.25,86,8,6,Peru
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70,Japan,3.25,86,9,6,Peru
Zak's,"Peru, Batch 1",1578,2015,70,U.S.A.,3.25,82,6,6,Peru
Coppeneur,"Porcelana, Apotequil",445,2009,62,Germany,3.25,81,8,6,Peru
Maverick,Tumbes,1430,2014,82,U.S.A.,3.25,84,6,5,Peru
Raoul Boulanger,Piura,1872,2016,75,France,3.25,86,9,5,Peru
Wilkie's Organic,Tumbes,1169,2013,75,Ireland,3.25,86,6,6,Peru
Violet Sky,Peru,1458,2015,77,U.S.A.,3.25,82,10,5,Peru
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75,U.S.A.,3.25,72,10,6,Peru
Domori,Apurimac,87,2006,70,Italy,3.25,82,11,6,Peru
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80,Spain,3.25,73,9,6,Sao Tome & Principe
Solomons Gold,Solomon Island,1792,2016,70,New Zealand,3.25,88,12,5,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796,2016,75,New Zealand,3.25,74,7,5,Solomon Islands
Emerald Estate,Emerald Estate,1137,2013,70,St. Lucia,3.25,87,11,5,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65,U.K.,3.25,83,10,6,St. Lucia
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70,Suriname,3.25,80,7,6,Suriname
Dandelion,Tanzania,654,2011,70,U.S.A.,3.25,85,11,5,Tanzania
Mast Brothers,Tanzania,1450,2015,74,U.S.A.,3.25,72,6,6,Tanzania
Middlebury,Kokoa Kamili,1538,2015,75,U.S.A.,3.25,76,12,6,Tanzania
Parliament,Kilombero Valley,1856,2016,70,U.S.A.,3.25,72,8,6,Tanzania
Upchurch,"Tanzania, Party Bar",1752,2016,72,U.S.A.,3.25,85,10,6,Tanzania
Cravve,"Tanzania, batch a1",971,2012,75,Australia,3.25,84,12,6,Tanzania
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60,France,3.25,87,7,6,Tobago
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72,U.K.,3.25,71,10,6,Trinidad
Burnt Fork Bend,Trinidad,1299,2014,72,U.S.A.,3.25,79,9,5,Trinidad
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70,Canada,3.25,86,8,6,Trinidad
Pierre Marcolini,Trinite,478,2010,75,Belgium,3.25,71,7,6,Trinidad
Cravve,Vanuatu,975,2012,64,Australia,3.25,74,12,5,Vanuatu
Ambrosia,Venezuela,1498,2015,70,Canada,3.25,83,8,6,Venezuela
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74,Venezuela,3.25,73,7,6,Venezuela
Cacao de Origin,Hacienda la Trinidad,1668,2015,74,Venezuela,3.25,81,12,6,Venezuela
Castronovo,"Guaniamo, Amazonas",1105,2013,70,U.S.A.,3.25,80,12,6,Venezuela
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70,Argentina,3.25,78,9,6,Venezuela
Dandelion,Patanemo,1026,2013,70,U.S.A.,3.25,83,7,6,Venezuela
Dark Forest,Ocumare,1550,2015,70,U.S.A.,3.25,88,8,6,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72,Switzerland,3.25,86,7,6,Venezuela
Coppeneur,Ocumare 61,558,2010,72,Germany,3.25,89,12,6,Venezuela
Domori,"Ocumare 61, Puertomar",129,2007,75,Italy,3.25,75,11,5,Venezuela
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74,Switzerland,3.25,76,6,5,Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75,France,3.25,76,6,6,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64,France,3.25,85,9,5,Venezuela
Soma,Orinoco,1173,2013,70,Canada,3.25,83,8,6,Venezuela
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70,Switzerland,3.25,86,12,6,Venezuela
Cacao de Origen,Rio Caribe,1692,2015,75,Venezuela,3.25,89,12,5,Venezuela
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72,U.K.,3.25,82,7,6,Venezuela
Domori,Granella,135,2007,60,Italy,3.25,73,8,5,Venezuela
Durci,"Carenero, Empyrean Sabor",1630,2015,70,U.S.A.,3.25,75,6,5,Venezuela
Fresco,"Chuao, #218, MR, MC",745,2011,76,U.S.A.,3.25,84,9,6,Venezuela
Urzi,"Sur del Lago, Merida",1327,2014,65,Italy,3.25,70,6,5,Venezuela
Willie's Cacao,Rio Caribe,457,2009,72,U.K.,3.25,72,10,6,Venezuela
Hummingbird,"Ocumare, Cumboto",1097,2013,70,Canada,3.25,77,12,5,Venezuela
Arete,Lam Dong,1928,2016,73,U.S.A.,3.25,79,9,6,Vietnam
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72,U.K.,3.25,85,10,6,Vietnam
Erithaj (A. Morin),Ben Tre,1205,2014,70,France,3.25,90,12,6,Vietnam
Erithaj (A. Morin),Ba Lai,1209,2014,74,France,3.25,85,9,5,Vietnam
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75,U.S.A.,3.25,80,7,6,Vietnam
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85,Vietnam,3.25,90,8,5,Vietnam
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70,Hungary,3.25,76,8,5,Vietnam
Tablette (aka Vanillabeans),Vietnam,1450,2015,60,Japan,3.25,75,7,5,Vietnam
Davis,West Africa,907,2012,58,U.S.A.,3.25,71,11,6,West Africa
Silvio Bessone,Maya Belize,717,2011,67,Italy,3,90,4,4,Belize
Violet Sky,Moho River Valley,1458,2015,77,U.S.A.,3,91,5,6,Belize
Ambrosia,Belize,1494,2015,64,Canada,3,95,1,4,Belize
Belyzium,Belize south,1768,2016,78,Germany,3,90,2,4,Belize
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75,Germany,3,95,4,5,Belize
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70,U.S.A.,3,92,6,5,Belize
Ethereal,Belize,1275,2014,80,U.S.A.,3,93,1,6,Belize
Kto,Belize,1422,2014,72,U.S.A.,3,100,6,6,Belize
Meadowlands,Belize,1287,2014,70,U.S.A.,3,93,4,4,Belize
Moho,Toledo District,1030,2013,72,U.S.A.,3,98,2,5,Belize
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75,U.S.A.,3,94,1,5,Belize
Palette de Bine,Maya Mtn,1720,2016,72,Canada,3,99,1,4,Belize
Taza,Belize,1271,2014,68,U.S.A.,3,96,6,5,Belize
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70,Japan,3,99,4,4,Belize
Altus aka Cao Artisan,Bolivia,1133,2013,60,U.S.A.,3,96,1,4,Bolivia
Cao,Bolivia,1808,2016,75,U.S.A.,3,93,2,4,Bolivia
Cello,Bolivia,1251,2014,70,U.S.A.,3,98,5,6,Bolivia
L.A. Burdick (Felchlin),Bolivian,451,2009,68,U.S.A.,3,93,1,5,Bolivia
Parliament,Alto Beni,1251,2014,70,U.S.A.,3,93,6,6,Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,U.S.A.,3,92,1,6,Bolivia
Rogue,"Silvestre, Batch 1, 2011",793,2011,75,U.S.A.,3,95,4,4,Bolivia
Sprungli (Felchlin),Alto Beni,1057,2013,70,Switzerland,3,91,5,4,Bolivia
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77,U.S.A.,3,94,1,4,Bolivia
Hummingbird,Bolivia,1307,2014,70,Canada,3,99,2,4,Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,Canada,3,98,4,6,Bolivia
Castronovo,Bolivia,1101,2013,70,U.S.A.,3,98,6,4,Bolivia
Choklat,Brazilian,377,2009,70,Canada,3,92,1,6,Brazil
Choklat,Brazilian,377,2009,80,Canada,3,95,6,6,Brazil
Harper Macaw,Brazil Blend,1696,2015,67,U.S.A.,3,97,4,5,Brazil
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70,Sweden,3,100,2,5,Brazil
Q Chocolate,Brazil,935,2012,60,Brazil,3,96,1,6,Brazil
Zotter,"Brazil, Mitzi Blue",486,2010,65,Austria,3,97,1,6,Brazil
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72,Belgium,3,93,6,4,Brazil
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75,France,3,91,4,5,Brazil
Glennmade,Bahia,1672,2015,66,U.S.A.,3,93,1,5,Brazil
A. Morin,Birmanie,1015,2013,70,France,3,92,2,5,Burma
Olivia,Carribean-Raw,688,2011,85,Canada,3,90,5,6,Carribean
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75,U.S.A.,3,95,1,6,Carribean
Valrhona,Caraibe,63,2006,66,France,3,97,6,6,Carribean
Domori,Teyuna,272,2008,70,Italy,3,95,1,4,Colombia
Tablette (aka Vanillabeans),Colombia,1450,2015,70,Japan,3,92,5,4,Colombia
Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68,Italy,3,91,5,6,Colombia
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70,Colombia,3,97,3,6,Colombia
Santander (Compania Nacional),Colombian,32,2006,65,Colombia,3,96,6,5,Colombia
Carlotta Chocolat,Arauca,1884,2016,65,Colombia,3,90,6,5,Colombia
Guittard,Chucuri,15,2006,65,U.S.A.,3,95,4,5,Colombia
Willie's Cacao,Los Llanos,1227,2014,88,U.K.,3,99,1,5,Colombia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70,Switzerland,3,95,5,4,Congo
Zotter,Congo,749,2011,65,Austria,3,98,6,6,Congo
Dandelion,Upala,805,2012,70,U.S.A.,3,93,4,4,Costa Rica
Dean and Deluca (Belcolade),Costa Rica,175,2007,64,U.S.A.,3,91,1,6,Costa Rica
French Broad,San Andres,1209,2014,80,U.S.A.,3,92,1,5,Costa Rica
Fruition,Costa Rica,781,2011,70,U.S.A.,3,92,6,4,Costa Rica
Letterpress,San Andres,1566,2015,70,U.S.A.,3,91,1,6,Costa Rica
Mars,"Matina 1-6, prototype",537,2010,65,U.S.A.,3,95,5,5,Costa Rica
Nahua,"Costa Rica, Oscuro",1049,2013,70,Costa Rica,3,94,5,5,Costa Rica
Woodblock,Costa Rica,825,2012,70,U.S.A.,3,97,6,5,Costa Rica
Caribeans,Costa Rica,841,2012,72,Costa Rica,3,90,3,5,Costa Rica
Potomac,"Upala, Batch 18",654,2011,70,U.S.A.,3,93,6,5,Costa Rica
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75,France,3,91,1,6,Cuba
Pralus,Cuba,99,2006,75,France,3,96,6,6,Cuba
Dean and Deluca (Belcolade),Ecuador,175,2007,71,U.S.A.,3,97,4,5,Ecuador
Fruition,Camino Verde,1185,2013,75,U.S.A.,3,98,1,4,Ecuador
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70,Ecuador,3,92,3,6,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85,Ecuador,3,93,4,6,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85,Ecuador,3,90,4,4,Ecuador
Noir d' Ebine,Ecuador,841,2012,70,U.S.A.,3,96,2,6,Ecuador
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100,Canada,3,99,3,6,Ecuador
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70,Ecuador,3,100,4,6,Ecuador
Askinosie,San Jose del Tambo,175,2007,70,U.S.A.,3,98,5,5,Ecuador
Caoni (Tulicorp),Manabi,266,2008,55,Ecuador,3,97,2,5,Ecuador
Chchukululu (Tulicorp),Los Rios,252,2008,75,Ecuador,3,97,1,4,Ecuador
Pacari,Los Rios,224,2008,72,Ecuador,3,96,1,4,Ecuador
Republica del Cacao (aka Confecta),Manabi,147,2007,75,Ecuador,3,99,1,6,Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75,U.S.A.,3,95,1,4,Ecuador
